Bioactivity_ID,Protein_Accession,Activity_Type,Activity_Qualifier,Bioassay_Data_Source,BioAssay_Name,Compound_Name,Target_Name,Target_Link,ECs,Representative_Protein_Accession,Cell_ID,Anatomy,dois,pmcids,pclids,citations,BioAssay_AID,Substance_SID,Compound_CID,refsid,Gene_ID,PMID,AidType,Last_Modified_Date,Has_Dose_Response_Curve,RNAi_BioAssay,Activity,Activity_Value,Taxonomy_ID,Target_Taxonomy_ID,Anatomy_ID
374170330,P07949,IC50,=,ChEMBL,Inhibition of RET M918T mutant (unknown origin),Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776961,440200762,129073603,483927624,5979,34058344,Confirmatory,20220830,0,0,Active,0.000700,9606,,
374170321,P07949,IC50,=,ChEMBL,Inhibition of RET wild type (unknown origin),Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776959,440200762,129073603,483927624,5979,34058344,Confirmatory,20220830,0,0,Active,0.000780,9606,,
385347568,P07949,Kd,=,ChEMBL,Binding affinity to RET (unknown origin) assessed as dissociation constant in presence of ATP by FRET based Z'-Lyte assay,Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,10.1016/j.ejmech.2023.115237,,35451621,"Wu K, He R, Li Z, Qiu K, Xiao G, Peng L, Meng X, Zheng C, Zhang Z, Cai Q. Discovery of 3,5-diaryl-1H-pyrazol-based ureas as potent RET inhibitors. European Journal of Medicinal Chemistry. 2023 May;251():115237. doi: 10.1016/j.ejmech.2023.115237.",1995913,404719099,129073603,,5979,36905915,Confirmatory,20250102,0,0,Active,0.001000,9606,,
374169742,P07949,IC50,=,ChEMBL,Inhibition of RET V804M mutant (unknown origin),Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776960,440200762,129073603,483927624,5979,34058344,Confirmatory,20220830,0,0,Active,0.001930,9606,,
374169847,O60674,IC50,=,ChEMBL,Inhibition of JAK2 (unknown origin),Pralsetinib,Tyrosine-protein kinase JAK2 (human),/protein/O60674,2.7.10.2,O60674,,,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776972,440200762,129073603,483927624,,34058344,Confirmatory,20220830,0,0,Active,0.002000,9606,,
383976561,P07949,IC50,=,ChEMBL,Inhibition of wild type rearranged during transfection kinase (unknown origin) preincubated for 1 hr followed by addition of development agent incubated for 1 hr measured by FRET-based Z'-Lyte assay,Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,10.1016/j.ejmech.2022.114862,,35235592,"Zhang Y, Chan S, He R, Liu Y, Song X, Tu Z, Ren X, Zhou Y, Zhang Z, Wang Z, Zhou F, Ding K. 1-Methyl-3-((4-(quinolin-4-yloxy)phenyl)amino)-1H-pyrazole-4-carboxamide derivatives as new rearranged during Transfection (RET) kinase inhibitors capable of suppressing resistant mutants in solvent-front regions. European Journal of Medicinal Chemistry. 2022 Dec;244():114862. doi: 10.1016/j.ejmech.2022.114862.",1946834,440200762,129073603,483927624,5979,36308779,Confirmatory,20240503,0,0,Active,0.002400,9606,,
383976861,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing rearranged during transfection kinase V804M-CCDC6 incubated for 74 to 76 hrs by cell counting kit 8 method,Pralsetinib,,,,,,,10.1016/j.ejmech.2022.114862,,35235592,"Zhang Y, Chan S, He R, Liu Y, Song X, Tu Z, Ren X, Zhou Y, Zhang Z, Wang Z, Zhou F, Ding K. 1-Methyl-3-((4-(quinolin-4-yloxy)phenyl)amino)-1H-pyrazole-4-carboxamide derivatives as new rearranged during Transfection (RET) kinase inhibitors capable of suppressing resistant mutants in solvent-front regions. European Journal of Medicinal Chemistry. 2022 Dec;244():114862. doi: 10.1016/j.ejmech.2022.114862.",1946835,440200762,129073603,483927624,,36308779,Confirmatory,20240503,0,0,Active,0.003500,,,
373054133,P07949,GI50,<,ChEMBL,Inhibition of KIF5B-RET V804M mutant fusion protein (unknown origin) expressed in mouse BaF3 cells assessed as reduction in cell proliferation measured after 48 hrs by MTS assay,Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,10.1016/j.ejmech.2020.112755,,21684558,"Li X, Su J, Yang Y, Lian W, Deng Z, Yang Z, Chen G, Zhang B, Dong C, Liu X, Li L, Wang Z, Hu Z, Xu Q, Deng X. Discovery of 4-methyl-N-(4-((4-methylpiperazin- 1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-((6-(pyridin-3-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl)-oxy)benzamide as a potent inhibitor of RET and its gatekeeper mutant. European Journal of Medicinal Chemistry. 2020 Dec;207():112755. doi: 10.1016/j.ejmech.2020.112755.",1704862,440200762,129073603,483927624,5979,32882611,Confirmatory,20250102,0,0,Active,0.004000,9606,,
372230671,P33176,GI50,<,ChEMBL,Inhibition of KIF5B-RET fusion protein (unknown origin) expressed in mouse BaF3 cells assessed as reduction in cell proliferation measured after 48 hrs by MTS assay,Pralsetinib,KIF5B - kinesin family member 5B (human),/gene/3799,,P33176,,,10.1016/j.ejmech.2020.112755,,21684558,"Li X, Su J, Yang Y, Lian W, Deng Z, Yang Z, Chen G, Zhang B, Dong C, Liu X, Li L, Wang Z, Hu Z, Xu Q, Deng X. Discovery of 4-methyl-N-(4-((4-methylpiperazin- 1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-((6-(pyridin-3-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl)-oxy)benzamide as a potent inhibitor of RET and its gatekeeper mutant. European Journal of Medicinal Chemistry. 2020 Dec;207():112755. doi: 10.1016/j.ejmech.2020.112755.",1704858,440200762,129073603,483927624,3799,32882611,Confirmatory,20220830,0,0,Active,0.004000,9606,,
372231041,P07949,GI50,<,ChEMBL,Inhibition of CCDC6-RET fusion protein (unknown origin) expressed in mouse BaF3 cells assessed as reduction in cell proliferation measured after 48 hrs by MTS assay,Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,10.1016/j.ejmech.2020.112755,,21684558,"Li X, Su J, Yang Y, Lian W, Deng Z, Yang Z, Chen G, Zhang B, Dong C, Liu X, Li L, Wang Z, Hu Z, Xu Q, Deng X. Discovery of 4-methyl-N-(4-((4-methylpiperazin- 1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-((6-(pyridin-3-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl)-oxy)benzamide as a potent inhibitor of RET and its gatekeeper mutant. European Journal of Medicinal Chemistry. 2020 Dec;207():112755. doi: 10.1016/j.ejmech.2020.112755.",1704857,440200762,129073603,483927624,5979,32882611,Confirmatory,20220830,0,0,Active,0.004000,9606,,
373054132,P33176,GI50,<,ChEMBL,Inhibition of KIF5B-RET V804M mutant fusion protein (unknown origin) expressed in mouse BaF3 cells assessed as reduction in cell proliferation measured after 48 hrs by MTS assay,Pralsetinib,KIF5B - kinesin family member 5B (human),/gene/3799,,P33176,,,10.1016/j.ejmech.2020.112755,,21684558,"Li X, Su J, Yang Y, Lian W, Deng Z, Yang Z, Chen G, Zhang B, Dong C, Liu X, Li L, Wang Z, Hu Z, Xu Q, Deng X. Discovery of 4-methyl-N-(4-((4-methylpiperazin- 1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-((6-(pyridin-3-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl)-oxy)benzamide as a potent inhibitor of RET and its gatekeeper mutant. European Journal of Medicinal Chemistry. 2020 Dec;207():112755. doi: 10.1016/j.ejmech.2020.112755.",1704862,440200762,129073603,483927624,3799,32882611,Confirmatory,20250102,0,0,Active,0.004000,9606,,
372230456,,GI50,<,ChEMBL,Inhibition of CCDC6-RET V804M mutant fusion protein (unknown origin) expressed in mouse BaF3 cells assessed as reduction in cell proliferation measured after 48 hrs by MTS assay,Pralsetinib,,,,,,,10.1016/j.ejmech.2020.112755,,21684558,"Li X, Su J, Yang Y, Lian W, Deng Z, Yang Z, Chen G, Zhang B, Dong C, Liu X, Li L, Wang Z, Hu Z, Xu Q, Deng X. Discovery of 4-methyl-N-(4-((4-methylpiperazin- 1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-((6-(pyridin-3-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl)-oxy)benzamide as a potent inhibitor of RET and its gatekeeper mutant. European Journal of Medicinal Chemistry. 2020 Dec;207():112755. doi: 10.1016/j.ejmech.2020.112755.",1704861,440200762,129073603,483927624,,32882611,Confirmatory,20220830,0,0,Active,0.004000,,,
372230672,P07949,GI50,<,ChEMBL,Inhibition of KIF5B-RET fusion protein (unknown origin) expressed in mouse BaF3 cells assessed as reduction in cell proliferation measured after 48 hrs by MTS assay,Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,10.1016/j.ejmech.2020.112755,,21684558,"Li X, Su J, Yang Y, Lian W, Deng Z, Yang Z, Chen G, Zhang B, Dong C, Liu X, Li L, Wang Z, Hu Z, Xu Q, Deng X. Discovery of 4-methyl-N-(4-((4-methylpiperazin- 1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-((6-(pyridin-3-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl)-oxy)benzamide as a potent inhibitor of RET and its gatekeeper mutant. European Journal of Medicinal Chemistry. 2020 Dec;207():112755. doi: 10.1016/j.ejmech.2020.112755.",1704858,440200762,129073603,483927624,5979,32882611,Confirmatory,20220830,0,0,Active,0.004000,9606,,
372231042,Q16204,GI50,<,ChEMBL,Inhibition of CCDC6-RET fusion protein (unknown origin) expressed in mouse BaF3 cells assessed as reduction in cell proliferation measured after 48 hrs by MTS assay,Pralsetinib,CCDC6 - coiled-coil domain containing 6 (human),/gene/8030,,Q16204,,,10.1016/j.ejmech.2020.112755,,21684558,"Li X, Su J, Yang Y, Lian W, Deng Z, Yang Z, Chen G, Zhang B, Dong C, Liu X, Li L, Wang Z, Hu Z, Xu Q, Deng X. Discovery of 4-methyl-N-(4-((4-methylpiperazin- 1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-((6-(pyridin-3-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl)-oxy)benzamide as a potent inhibitor of RET and its gatekeeper mutant. European Journal of Medicinal Chemistry. 2020 Dec;207():112755. doi: 10.1016/j.ejmech.2020.112755.",1704857,440200762,129073603,483927624,8030,32882611,Confirmatory,20220830,0,0,Active,0.004000,9606,,
383976838,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing rearranged during transfection kinase V804L-KIF5B incubated for 74 to 76 hrs by cell counting kit 8 method,Pralsetinib,,,,,,,10.1016/j.ejmech.2022.114862,,35235592,"Zhang Y, Chan S, He R, Liu Y, Song X, Tu Z, Ren X, Zhou Y, Zhang Z, Wang Z, Zhou F, Ding K. 1-Methyl-3-((4-(quinolin-4-yloxy)phenyl)amino)-1H-pyrazole-4-carboxamide derivatives as new rearranged during Transfection (RET) kinase inhibitors capable of suppressing resistant mutants in solvent-front regions. European Journal of Medicinal Chemistry. 2022 Dec;244():114862. doi: 10.1016/j.ejmech.2022.114862.",1946841,440200762,129073603,483927624,,36308779,Confirmatory,20240503,0,0,Active,0.004100,,,
385347525,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing CCDC6-RET-V804M incubated for 72 hrs by CCK8 assay,Pralsetinib,,,,,,,10.1016/j.ejmech.2023.115237,,35451621,"Wu K, He R, Li Z, Qiu K, Xiao G, Peng L, Meng X, Zheng C, Zhang Z, Cai Q. Discovery of 3,5-diaryl-1H-pyrazol-based ureas as potent RET inhibitors. European Journal of Medicinal Chemistry. 2023 May;251():115237. doi: 10.1016/j.ejmech.2023.115237.",1995915,404719099,129073603,,,36905915,Confirmatory,20250102,0,0,Active,0.004100,,,
383976505,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing wildtype rearranged during transfection kinase-CCDC6 incubated for 74 to 76 hrs by cell counting kit 8 method,Pralsetinib,,,,,,,10.1016/j.ejmech.2022.114862,,35235592,"Zhang Y, Chan S, He R, Liu Y, Song X, Tu Z, Ren X, Zhou Y, Zhang Z, Wang Z, Zhou F, Ding K. 1-Methyl-3-((4-(quinolin-4-yloxy)phenyl)amino)-1H-pyrazole-4-carboxamide derivatives as new rearranged during Transfection (RET) kinase inhibitors capable of suppressing resistant mutants in solvent-front regions. European Journal of Medicinal Chemistry. 2022 Dec;244():114862. doi: 10.1016/j.ejmech.2022.114862.",1946833,440200762,129073603,483927624,,36308779,Confirmatory,20240503,0,0,Active,0.004400,,,
381488192,P07949,IC50,=,ChEMBL,Inhibition of KIF5B-RET (unknown origin) assessed as inhibition of RET autophosphorylation expressed in mouse BaF3 cells,Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,10.1021/acs.jmedchem.0c02167,PMC9697126,21703593,"Saha D, Ryan KR, Lakkaniga NR, Acharya B, Garcia NG, Smith EL, Frett B. Targeting Rearranged during Transfection in Cancer: A Perspective on Small-Molecule Inhibitors and Their Clinical Development. J. Med. Chem. 2021 Aug 17;64(16):11747–73. doi: 10.1021/acs.jmedchem.0c02167.",1895764,482048853,129073603,,5979,34402300,Confirmatory,20230629,0,0,Active,0.005000,9606,,
385348101,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing CCDC6-RET incubated for 72 hrs by CCK8 assay,Pralsetinib,,,,,,,10.1016/j.ejmech.2023.115237,,35451621,"Wu K, He R, Li Z, Qiu K, Xiao G, Peng L, Meng X, Zheng C, Zhang Z, Cai Q. Discovery of 3,5-diaryl-1H-pyrazol-based ureas as potent RET inhibitors. European Journal of Medicinal Chemistry. 2023 May;251():115237. doi: 10.1016/j.ejmech.2023.115237.",1995914,404719099,129073603,,,36905915,Confirmatory,20250102,0,0,Active,0.005000,,,
381488191,P33176,IC50,=,ChEMBL,Inhibition of KIF5B-RET (unknown origin) assessed as inhibition of RET autophosphorylation expressed in mouse BaF3 cells,Pralsetinib,KIF5B - kinesin family member 5B (human),/gene/3799,,P33176,,,10.1021/acs.jmedchem.0c02167,PMC9697126,21703593,"Saha D, Ryan KR, Lakkaniga NR, Acharya B, Garcia NG, Smith EL, Frett B. Targeting Rearranged during Transfection in Cancer: A Perspective on Small-Molecule Inhibitors and Their Clinical Development. J. Med. Chem. 2021 Aug 17;64(16):11747–73. doi: 10.1021/acs.jmedchem.0c02167.",1895764,482048853,129073603,,3799,34402300,Confirmatory,20230629,0,0,Active,0.005000,9606,,
383976422,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing wildtype rearranged during transfection kinase-KIF5B incubated for 74 to 76 hrs by cell counting kit 8 method,Pralsetinib,,,,,,,10.1016/j.ejmech.2022.114862,,35235592,"Zhang Y, Chan S, He R, Liu Y, Song X, Tu Z, Ren X, Zhou Y, Zhang Z, Wang Z, Zhou F, Ding K. 1-Methyl-3-((4-(quinolin-4-yloxy)phenyl)amino)-1H-pyrazole-4-carboxamide derivatives as new rearranged during Transfection (RET) kinase inhibitors capable of suppressing resistant mutants in solvent-front regions. European Journal of Medicinal Chemistry. 2022 Dec;244():114862. doi: 10.1016/j.ejmech.2022.114862.",1946839,440200762,129073603,483927624,,36308779,Confirmatory,20240503,0,0,Active,0.005700,,,
374169673,P36888,IC50,=,ChEMBL,Inhibition of FLT3 (unknown origin),Pralsetinib,FLT3 - fms related receptor tyrosine kinase 3 (human),/gene/2322,2.7.10.1,P36888,,,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776973,440200762,129073603,483927624,2322,34058344,Confirmatory,20220830,0,0,Active,0.006500,9606,,
383976435,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing rearranged during transfection kinase V804M-KIF5B incubated for 74 to 76 hrs by cell counting kit 8 method,Pralsetinib,,,,,,,10.1016/j.ejmech.2022.114862,,35235592,"Zhang Y, Chan S, He R, Liu Y, Song X, Tu Z, Ren X, Zhou Y, Zhang Z, Wang Z, Zhou F, Ding K. 1-Methyl-3-((4-(quinolin-4-yloxy)phenyl)amino)-1H-pyrazole-4-carboxamide derivatives as new rearranged during Transfection (RET) kinase inhibitors capable of suppressing resistant mutants in solvent-front regions. European Journal of Medicinal Chemistry. 2022 Dec;244():114862. doi: 10.1016/j.ejmech.2022.114862.",1946840,440200762,129073603,483927624,,36308779,Confirmatory,20240503,0,0,Active,0.009200,,,
383117587,P07949,IC50,<,BindingDB,RET V804L Gatekeeper Mutant Assay  from US Patent US11279688: 'Inhibitors of RET',Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,,,,,1806406,438643802,129073603,,5979,,Confirmatory,20241112,0,0,Active,0.010000,9606,,
383125882,P07949,IC50,<,BindingDB,Biochemical Activity Assay from US Patent US11279688: 'Inhibitors of RET',Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,,,,,1806405,438643802,129073603,,5979,,Confirmatory,20241112,0,0,Active,0.010000,9606,,
374169656,,IC50,=,ChEMBL,Antiproliferative activity against mouse KIF5B-RET BaF3 cells by cell based assay,Pralsetinib,,,,,147,,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776962,440200762,129073603,483927624,,34058344,Confirmatory,20220830,0,0,Active,0.017000,,,
383976685,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing rearranged during transfection kinase V804L-G810S incubated for 74 to 76 hrs by cell counting kit 8 method,Pralsetinib,,,,,,,10.1016/j.ejmech.2022.114862,,35235592,"Zhang Y, Chan S, He R, Liu Y, Song X, Tu Z, Ren X, Zhou Y, Zhang Z, Wang Z, Zhou F, Ding K. 1-Methyl-3-((4-(quinolin-4-yloxy)phenyl)amino)-1H-pyrazole-4-carboxamide derivatives as new rearranged during Transfection (RET) kinase inhibitors capable of suppressing resistant mutants in solvent-front regions. European Journal of Medicinal Chemistry. 2022 Dec;244():114862. doi: 10.1016/j.ejmech.2022.114862.",1946843,440200762,129073603,483927624,,36308779,Confirmatory,20240503,0,0,Active,0.021700,,,
381488968,P35968,IC50,=,ChEMBL,Inhibition of recombinant VEGFR2 (unknown origin) incubated for 120 mins by Perkin Elmer electrophoretic mobility shift platform method,Pralsetinib,KDR - kinase insert domain receptor (human),/gene/3791,2.7.10.1,P35968,,,10.1021/acs.jmedchem.0c02167,PMC9697126,21703593,"Saha D, Ryan KR, Lakkaniga NR, Acharya B, Garcia NG, Smith EL, Frett B. Targeting Rearranged during Transfection in Cancer: A Perspective on Small-Molecule Inhibitors and Their Clinical Development. J. Med. Chem. 2021 Aug 17;64(16):11747–73. doi: 10.1021/acs.jmedchem.0c02167.",1895759,482048853,129073603,,3791,34402300,Confirmatory,20230629,0,0,Active,0.035000,9606,,
